idx,class,conversation
306,일상 대화,"  캔디게임을 아시나요?
  우는 게임인가요?
  처음 들어봐요
  벌써 그 게임 출시한지 년이 넘었다고 해요
  뭔지도 몰랐는데 년이나 넘었다고요?
  오래된 게임이군요
  제가 대 초반에 열심히 했거든요
  어떤 게임인지 궁금해집니다.
  재미있었나봐요
  우리 같이 해봐요
  네 알려주세요 배워볼게요
  우는 게임이 아니라면 같이 해 보고 싶습니다."
307,일상 대화,"  엄마 어제 epl 봤어?
  아니 못 봤어
  그럼 어느 팀 경기였는지도 모르겠네
  응. 어느 팀 경기였어?
  맨유랑 리버풀 경기였어
  어느 팀이 이겼어?
  맞춰봐
  리버풀
  정답이야. 리버풀이 어제  대 으로 맨유를 이겼어
  와우. 대박이네"
308,일상 대화,"  아 너 차 안팔아?
  지금 내차?
  응응 차 팔 생각 없어?
  아직 없는데 왜?
  주변에 중고차 구하는 친구 있어서 한번 물어봤어
  아그래? 근데 나아직 한 사년 더 타야돼.
  그 친구 차 산대?
  응응 이번에 차보는데 중고차가 비싸다고 하더라고
  맞아 나도 중고차 알아볼때 생각보다 비싸더라고
  넌 어떻게 샀어?
  나 오빠 아는 지인 통해서 사서 그나마 싸게 산거야
  친구보고 지인들 알아보라고 해"
309,일상 대화,"  너네 과잉진료에 대해 들어본적 있어?
  들어본거 같아.
  과잉진료가 뭐야?
  병원에서 수익을 목적으로 안해도 되는 검사같은걸 해서 병원비를 비싸게 받는거야.
  요즘 그런 병원이 많다고 하더라고.
  생각보다 심각한거 였구나.
  과잉 진료에 대해 어떻게 생각해?
  잘 모르는 사람은 모르고 당할거 같아.
  나도 모르게 당할거 같아.
  과잉진료가 많아지는 이유가 뭘까?
  병원에서 수익만 생각하는거 같아.
  과잉진료를 방지하는 방법은 없을까?
  병원을 가기전에 인터넷을 찾아보고 어느정도 알고 가야할거 같아.
  나도 이제 병원을 갈때 그래야 겠어.
  좋은생각이야."
310,일상 대화,"  나 이번에 진짜 마블 시리즈 도전한다!
  오 마블 정주행 하려고?
  어 오빠 마블 광팬 맞지?
  어 맞아
  나 마블 엄청 보지 키키
  오빠 그러면 나 처음에 뭐부터 봐야 해?
  맨 처음 헐크 아니야?
  아 진짜?
  헐크부터 보면  돼?
  응 헐크가 처음으로 알고 있는데 키키
  그 마블 대표 영화 이름이 뭐지?
  어벤저스?
  그건?
  스토리 순서 말하는 거야 아니면 개봉 순서 말하는 거야 키키
  어벤져스는 그냥 처음부터 보면 돼
아니
  뭐부터 봐야 하는지 도 몰라서 물어보는 거임 
  아 그거 내가 켭쳐 떠둔 거 있는데 키키
  아 진짜?
  당장 내놓지 못할까!
  키키 나도 핸드폰 사진첩 찾아 봐야 해 키키
  키키 아앗 그러면 찾아보고 알려줘~
  어어 찾고선 사진 보내줄게 키키"
311,일상 대화,"  이번에 ufc 봤어?
  아니, 아직 못 봤어.
  누구누구 싸웠어?
  박준용 선수하고 그레고리 로드리게스 선수랑 싸웠어.
  그래? 재밌었겠다.
  박준용 선수 연승 했었잖아.
  맞아, 근데 키 차이가 cm 이상 차이 나고 리치 차이도 많이 났어.
  리치 차이 많이 나면 진짜 불리하지.
  맞아, 거리 싸움이 아예 안되잖아.
  너희들 한 번 찾아봐 봐. 누가 이겼는지는 말 안 할게.
  응, 집 가서 바로 찾아봐야겠다.
  우리나라 선수 영상은 진짜 못 참지."
312,일상 대화,"  이번에 자격증 시험 본거 붙었어?
  응 그거 자격증 발급 신청했는데 한달걸린대...
  헐 오래걸리네... 아직 안나왔어?
  응 아직 안나왔어...
  언제 나온대?
  한달 후니까 이제 곧 나올걸
  그러면 그걸로 취업해?
  해야지...돈 벌어야지
  그래. 돈 벌어야지 자격증 나오면 말해줘
  알겠어 자격증 나오면 사진 보내줄게"
313,일상 대화,"  오늘 kt 통신망 오류 난리네요
  저도 밥먹으러갔따가 당황요
  카드 안됐죠?
  현금으로 계산했어요
  불편하셨겠네요
  전화는 신기하게 되더라구요
  어떤곳은 전화도 안됐다고 하네요
  와 통신망 하나로 다 먹통이네요
  편리한만큼 불편함도 크네요
  피해보신분들 없길바래야 겠어요"
314,일상 대화,"  인터넷 쇼핑할 때 쿠폰 잘 활용해?
  쿠폰 주면 쓰긴 하는데 쿠폰을 찾아 다니진 않아 키키
  키키 나도 가입하면 신규쿠폰 이런 거 주는 것만 쓰는 거 같아
  나는 뭐든 다 찾아보는데 쿠폰만 엄청 찾아 키키
  맞아 처음에만 주고 나중엔 잘 안 주는 거 같던데 키키
  키키 맞아 무조건 가입할 때만 주고 그다음엔 안주더라
  아닌데 매달 나오는 쿠폰 있잖아 
  그것도 사이트마다 다른거 아니야?
  키키 주로 어디 사이트 쓰는데?
  번가 이런데는 매달 나오던데?
  아 그런데는 자주 주는 거 같은데 내가 안 써 키키
  키키 나도 번가는 안 쓰는 거 같아 
  요새는 쿠팡만 쓰는듯
  아 키키 서로 얘기하는 쇼핑몰이 틀렸네 키키
  응 그리고 요즘은 네이버랑 인스타 두 군데서 쇼핑해서 키키
  키키 맞아 인스타도 요새 알고리즘 따라서 그런 거 보여주더라
  키키 서로 다른 쇼핑몰이라 키키 인스타도 많이 쇼핑하더라
  맞아 인스타도 알고리즘 장난 아니야 키키
  키키 맞아 내가 검색해봤던 거 알아서 뜨니까 나도 모르게 클릭하게 돼 키키"
315,일상 대화,"   친구 하와이 간대?
  이제 여행 갈 필요 없음 가상 현실 구현되면
  우웅 간다드라
  개부럽
  여행은 그래도 가야지...
  증강현실하고 메타버스 결합되면
  그래 다르지 느낌이 ㅜㅜ
  엄청 용감하네 그이 친구
  여행 안 가도 간 것처럼 느끼게 됨
  난 그런 건 별로
  무조건 가야지
  그래도... 가야지...
  여행은 가야지
  우리 뇌는 잘 속아서 현실과 가상을 구분 못해
  여행은 키키 그래 그런 건 가야지 제맛이지
  나중에 현타 올 듯 키키
  그래서 여행 안 가도 되는 거임
  아아 그거 영화에서 본 거 같은데 키키
  다 가짜였네 이런 거
  냄새도 조작 가능하다 이제
  그런 거 있었음
  영화 뭐야 이름 키키
  자각하면 좀 현타 올 듯...
  응 우리 뇌를 잘 속이는 게 메타버스 핵심임
  어어 그렇다삿드라 ㅜㅜ
  무섭"
316,일상 대화,"  제주도 가고 싶은데 배로 가는건 어때
  그 것도 괜찮지. 배멀미만 없다면 말이야.
  차로 항구까지 가서 차 가지고 가는것도 괜찮을거 같어
  그러겠네. 차도 실어서 이동해주더라.
  차 먼저 보내는 경우도 있고 말이야.
  어 이번엔 비행기 말고 다른 경로도 생각해 봐야 겠어
  비행기를 타면 너무 금방 도착해서 여행의 묘미를 못 느끼긴 해.
  어 그렇기도 하고 차 렌트비가 너무 비싸서 생각중이야
  자차를 옮겨서 가는 걸로 하는게 비용절약 될거야.
  몇박몇일 렌트하기엔 비싸.
  이동시켜주는 거 만원이면 된다더라고.
  어 그렇구나 진짜 알아봐야겠다
  그래그래. 잘 다녀오고 안전 운전해."
317,일상 대화,"  무슨 게임 해봤음?
  요 최근은 디아블로 해봄
  디아블로 최근에 나와서 했어
  난 게임 거의 다 해봤음
  오 게임 매니아네
  게임 마니아네
  오 디아블로 나왔다
  샀데 피시방에서 했음?
  아니 직접 샀는데 번 해봄...
  집에서 했어
  돈 주고 샀엉
  그거 피시방 가면 할 수 있는 거임?
  샀다고?
  내 만 원... 증발당했어...
  응 집에서 할려구 그냥 샀어
  세상에나... 만 원이나 줬어?
  그니까 진자 비싸더라
  응... 카드 결제
  무슨 그런 걸... 샀데
  아무 생각 없이 결제했는데 결국 하진 않음
  키키 내가 다함"
318,일상 대화,"  바바리 입을 날씨가 없어짐...
  그니까
  갑자기 훅 겨울
  바바리 아직 못 꺼냈는데
  트렌치 코트 못 꺼냄...
  패딩 얼른 꺼내야 한다
  올해는 이미 끝난 듯
마자
  이제 패딩 시즌이닷
  날씨 미친 거 같음
  패딩 입을 날씨다 키키
  겨울이 넘 빨리 왔네...
  가을 자켓 한번 못 입었네
  밤에는 너무 추움 
  이렇게 점점 가을이 없어진뎅...
  겨울 근데 나름 좋지 않음?
  진짜 바바리 언제 입어 보노
  그거 넘 슬프지 않니
  오뎅 먹기 딱 좋지 키키
  겨울 좋은데 키키 가을이 더 좋아"
319,일상 대화,"  전자발찌 끊고 도주 한 전과자가 있대
  엥 전자발찌?
  범죄자가 도망간 거야?
  웅 전과 범인 범죄자인데 전자발찌 끊고 도망갔나봐
  헐 전자발찌면 성 범죄 지른 사람이려나?
  이것 저것 많이 저질렀나봐
  진주 기차역에서 발견됐대
  기차역에서 사람을 잡은 거야 발찌를 발견한 거야?
  기차역에 cctv에서 범죄자가 찍혔나봐
  찍히기만 하고 아직 잡히진 않았어?
  웅웅 찍히기만 하고 어디로 갔는지 깜깜 무소식이래ㅜ
  헐 너 밤에 돌아다니지마
  위험해
  그니깐 ㅜ
  오빠도 밤에 조심해 낮에도 조심해
  응 나보다 너가 더 조심 하긴 해야지 
  그래야지
  우리 다 조심하자
  얼른 잡혔으면,
  응 세상 진짜 너무 위험해
  몸에 칩 심으면 안되려나 키키
맞아
  범이면 그냥 감방에 넣어 놔야 돼
  어어 그냥 풀어주지 말고 잡으면 거기서 썩히라 그래"
320,일상 대화,"  나는 아직도 우리 엄마를 엄마라고 불러
  나도 엄마를 엄마라고 불러
  어머니라고 못 불러 간지러워
  다른 사람들 보면 어머니라고 하더라고
  거리도 멀어 보이고 어색할 것 같아 시어머니도 아니고
  나도 호칭은 낮간지러워서 아빠는 아빠 엄마는 엄마야
  못바꾸겠어
  보통 아들이 엄마한테 어머니라고 부르지 않나
  그런가 그럼 우리는 계속 엄마라고 해도 되는거지?
  그래 그게 편해 하던 대로 하는게 낫지 뭐
  나만 이상한줄 알고 걱정했었어
  우리 아이가 나중에 나에게 어머니라고 하면 어색할 것 같아"
321,일상 대화,"  이야 어제 호날두 인성 문제 터졌네
  호날두? 호날두가 또 사고침?
  전에 한국와서 사고치지 않았었나?
  오 형님 그런것도 알아?
  아니 그건 워낙 유명하잖아
  저도 그정도는 알죠
  아니 어제 막 성질내고 그랬나봐
  경기 중에 화나면 다 그러지 않아?
  그러게 나도 피아노칠때 화면 쿵쾅거리는데
   아니 정도를 넘어섰음
  뭐야 뭐 했길래 그런거야?
  하이라이트 같은거 보면 나오나요? 저도 봐야겠어요"
322,일상 대화,"  어머님. 다음주 제사에 전 일이있어서 못갈것같아요...
  다음주 평일도 아니고 토요일인데 무슨일있니?
  네. 그날 친한친구 결혼식이라 가봐야해요~
  제사는 저녁에 지낼건데 식끝나고 오면 되잖니?
  결혼식이 지방에서 있어서요...
  그래도 저녁에는 올거아니니?
  오랜만에 친구들 모임이라 겸사겸사 박 하고오려고해요.
  얘! 제사에 와야지 친구들이랑 노는게 중요하니?
  어머님. 저는 못가도 남편이 참석하잖아요~
  얘. 됐다 오지말아라!"
323,일상 대화,"  오빠 놀면 뭐하니 이번 편 봤어?
아니
  나 요즘 티비를 안 봐 키키
  아 진짜? 그래도 오겜은 봤잖아!
  응 그건 봤지 키키 몰아서 한번에 보는거 좋아해
  키키 그렇구나
  이번에 누구 나왔는지 알려줄까?
  응 누구 나왔는데 키키 재밌었어?
  키키 어 이번에 정호연 나왔음!
  어 미안
  그 사람 누군지 몰라...
  엥? 오겜에 나왔던 새벽이!
  아 헐 대박 한번 봐야겠네 키키
  어 키키 정호연 지금 인스타 팔로워 대박이더라 키키
  어 지금 인스타 장난 아니래 키키 인기 많다던데
  맞아 지금 만 명? 이라고 하던데?
  와 대박이다
  그분 거기 나오고 엄청 뜬 듯
  키키 어 맞아
  열흘 만에 팔로워 만에서 그렇게 뛰었대!
  거기 나온 사람들 다 성공 할 듯 키키"
324,일상 대화,"  나도 한번 성형하고싶어.
  갑자기? 성형은 왜 하고싶어?
  갑자기 아니야. 예전부터 하고 싶었어.
  그래? 어디를 하고 싶은데?
  코도 하고싶고 안면윤곽수술도 하고싶어.
  그렇구나. 내가 알기로 둘 다 위험한 수술인거 같던데.
  맞아. 그래서 고민이 돼.
  위험까지 감수하면서 성형을 하고싶어?
  그만큼 고민부위이니까 하고싶긴 하지.
  그렇구나. 하려면 정말 잘 알아봐야해."
325,일상 대화,"  어머니 아버지 안부 자주 묻지?
  웅 나는 오늘도 엄마 만남 키키
  다들 부모님 안녕하시지?
  난 일주일에 한번 통화
  난 매일 한번씩 전화해 하하
  거의 매일 통화는 하는 듯 키키
  나는 부모님이랑 같이 사니까 효도
  일주일에  한번은 좀...
  엄마가 좀 귀찮아 하는 거 같아...
  엄마 아빠도 은근 귀찮아해 하하
  키키 엄마가 귀찮아 한다고?
  나도 좀 자제해야겠어 키키
  응 엄마가 귀차니즘...
  우리 엄마는 테니스 칠 때는 짜증냄...
  앜 키키 그건 방해하지 말라구 키키
  난 같이 살아도 전화 자주 한다...
  평거동에서 치킨 사오라구
  그때는 전화하면 안돼
  엄마 완전 테니스 좋아하시잖아 키키
  테니스 키키 집중해야 해"
326,일상 대화,"  내가 보기에 훈련중에 혹한기가 제일 빡세
  에이 나는 유격이 제일 힘들었음 유격 조교들 아오
  유격이 제일 힘들지 않나?
  그래서 내가 한테 최대한 혹한기 한번 할 군번으로 가라는건데 유격이 혹한기 보다 힘들어?
  추운거 때문에 힘든거 아냐?
  솔직히 나는 유격이 정신적으로나 육체적으로나 힘들었음
  군화 신어도 발이 언다는게 느껴져 혹한기는...
  유격은 코로나때매 취소 하하
  진짜 유격은 해봐야 알어…
  그 더위에 피티체조 하는거는 진짜 후 어려워
  근데 나는 추운건 잘 견뎌서 혹한기는 걱정이 안되는데 유격이 제일 힘들꺼 같은데
  유격은 체력적으로 정신적으로 힘든건가?
  혹한기는 추운거 빼고 없긴해
  맞아 이것도 어느 보직이냐 어느 부대인가에 따라 달라질듯
  그게 다 부대마다 다른가보다"
